"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051701","biological process involved in interaction with host","36/1155","204/18986",0.176470588235294,2.90084033613445,6.94701517673463,6.88578568165042e-09,2.19384334508397e-07,1.49009413527025e-07,"GSN/HSPA1A/CD55/VAMP8/HSP90AB1/MOG/CD86/LGALS9/CD4/CTSL/CXCL8/CTSB/CD74/NPC1/CLEC5A/CXCR4/NECTIN1/MRC1/CHMP1B/HLA-DRB1/CH25H/TRIM8/GAS6/TYRO3/CDK1/GRK2/TPCN1/IFITM2/TNFRSF14/TFRC/TRIM38/INSR/TRIM59/ITGB5/VPS18/TRIM25",36
"GO:0050868","negative regulation of T cell activation","28/1155","134/18986",0.208955223880597,3.43482587064677,7.19863301844304,7.26687072168287e-09,2.30187581241747e-07,1.56347154681294e-07,"HLA-E/VSIG4/LAPTM5/HAVCR2/CD86/LILRB4/LGALS9/CD69/VSIR/CD300A/SMAD7/FGL2/IL4R/PELI1/PTPN6/CD74/IL10/LILRB1/LILRB2/IL4I1/HLA-DRB1/GPNMB/DLG1/CEBPB/TNFRSF14/ARG2/SOCS6/ZBTB7B",28
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","24/1155","102/18986",0.235294117647059,3.86778711484594,7.39108917143049,7.32629132473004e-09,2.3073607160644e-07,1.56719698271297e-07,"GPR183/IL18/CD86/PTGER4/LGALS9/CD69/FOXP1/CTSL/NCKAP1L/SMAD7/NLRP3/CD83/IL4R/IL6R/TMEM98/PRKCZ/STAT6/HLA-DRB1/HLA-DRA/RIPK2/RSAD2/SEMA4A/NFKBID/ZBTB7B",24
"GO:0001906","cell killing","42/1155","264/18986",0.159090909090909,2.61515151515152,6.72585584680826,9.65220202685391e-09,3.02251812040911e-07,2.0529435408695e-07,"HLA-E/B2M/HLA-C/HLA-B/CD55/FCGR3A/TYROBP/SPI1/HCST/HAVCR2/LYZ/IL18/FCGR2A/CORO1A/SERPINB9/FCGR1A/PTPRC/CTSC/CLEC7A/LGALS9/HAMP/CCL20/GRB2/NINJ1/HLA-F/ARRB2/CXCL8/NCKAP1L/STXBP2/ITGAM/PTPN6/FCGR2B/VAV1/LILRB1/SYK/POMC/HLA-DRB1/HLA-DRA/RNF19B/P2RX7/HPRT1/EMP2",42
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","30/1155","153/18986",0.196078431372549,3.22315592903828,7.02690900425432,1.02063615413683e-08,3.17788984356239e-07,2.15847454606927e-07,"HLA-E/KLF4/VSIG4/LAPTM5/HAVCR2/CD86/LILRB4/LGALS9/CD69/VSIR/CD300A/SMAD7/FGL2/IL4R/WNK1/PELI1/PTPN6/CD74/IL10/LILRB1/LILRB2/IL4I1/HLA-DRB1/GPNMB/DLG1/CEBPB/TNFRSF14/ARG2/SOCS6/ZBTB7B",30
"GO:0042130","negative regulation of T cell proliferation","20/1155","74/18986",0.27027027027027,4.44272844272844,7.55193669307509,1.03072007684459e-08,3.191155944129e-07,2.16748509766426e-07,"HLA-E/VSIG4/HAVCR2/CD86/LILRB4/LGALS9/VSIR/PELI1/PTPN6/IL10/LILRB1/LILRB2/IL4I1/HLA-DRB1/GPNMB/DLG1/CEBPB/TNFRSF14/ARG2/ZBTB7B",20
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","13/1155","31/18986",0.419354838709677,6.89339477726574,8.35781837660875,1.07677015913429e-08,3.31500026519996e-07,2.2516021778231e-07,"FCER1G/PTPRC/NR4A3/LYN/HCK/VAV1/SYK/MYO1G/FGR/PTPRJ/CSK/PTK2/PAK1",13
"GO:0030316","osteoclast differentiation","25/1155","112/18986",0.223214285714286,3.66921768707483,7.21056793234535,1.13099036736327e-08,3.44323734063929e-07,2.33870288830206e-07,"TYROBP/TREM2/GPR183/CCL3/CSF1R/LILRB4/TF/RASSF2/FOXP1/TCIRG1/LILRB1/TLR4/MAFB/INPP5D/MITF/GAB2/TNF/LILRB3/OSCAR/CEBPB/SH3PXD2A/TFRC/TMEM178A/CCR1/TNFRSF11B",25
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","25/1155","112/18986",0.223214285714286,3.66921768707483,7.21056793234535,1.13099036736327e-08,3.44323734063929e-07,2.33870288830206e-07,"HLA-E/CYBA/FCGR3A/CD14/TYROBP/CCL3/HAVCR2/PYCARD/FCGR2A/CYBB/PTPRC/CD86/CLEC7A/LGALS9/LY96/TLR2/FCGR2B/PSEN1/SYK/TLR4/IL1A/ARHGEF2/RIPK2/FRMD8/PTPRJ",25
"GO:0045621","positive regulation of lymphocyte differentiation","28/1155","137/18986",0.204379562043796,3.35961070559611,7.05447870973702,1.21629140731961e-08,3.68247343210577e-07,2.50119593851825e-07,"SPI1/IL18/TNFSF9/PTPRC/CD86/LILRB4/LGALS9/VSIR/NCKAP1L/NLRP3/CD83/IL4R/CD74/IL10/SYK/LILRB2/PRKCZ/INPP5D/IL4I1/ADA/HLA-DRB1/GAS6/DUSP10/HLA-DRA/RIPK2/NFKBID/ZBTB7B/ITPKB",28
