"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.20442363856463e-28,-1.05386048975253,0.147,0.296,4.79682583751663e-24,"SEC23A"
2.21401087133213e-28,-0.724462705309307,0.331,0.502,4.81768765601872e-24,"MKRN1"
2.22110242627888e-28,-1.68953495308563,0.05,0.16,4.83311887958283e-24,"ZNF446"
2.31511150778036e-28,-2.98853197165218,0.017,0.102,5.03768264093006e-24,"AC019257.1"
2.32854657967544e-28,-0.560648083260162,0.401,0.589,5.06691735737376e-24,"DPY30"
2.3528444262594e-28,-0.767248010899125,0.279,0.451,5.11978947154046e-24,"CAPRIN1"
2.40636205122633e-28,-1.77309797879834,0.041,0.146,5.23624382346849e-24,"WDR19"
2.42322473455604e-28,-0.70431314957369,0.329,0.504,5.27293702239394e-24,"ERGIC3"
2.51064814845524e-28,-2.43940662359184,0.018,0.103,5.46317037103859e-24,"ARHGEF25"
2.55048994054106e-28,-1.68743738018199,0.036,0.138,5.54986611061734e-24,"CHDH"
2.75974327509595e-28,-1.6042699180738,0.063,0.179,6.00520136660879e-24,"SMYD2"
2.76523527353671e-28,2.09861040001115,0.134,0.035,6.01715195521588e-24,"PIR"
2.77810861682665e-28,1.401688510291,0.229,0.099,6.04516435021479e-24,"MAFK"
2.92866887105561e-28,-1.38983992177154,0.108,0.243,6.37278346341702e-24,"HSD17B14"
2.95657963032972e-28,-1.45308060393446,0.067,0.187,6.43351727559748e-24,"GOLPH3L"
2.97465300568157e-28,-1.1653520824329,0.116,0.256,6.47284494036309e-24,"NAT9"
2.99881454180567e-28,-1.35548065459839,0.045,0.154,6.52542044296915e-24,"CRIM1"
3.09010527192141e-28,2.48404551395092,0.112,0.023,6.72406907170098e-24,"STARD4"
3.12861807410239e-28,1.24615048082715,0.352,0.211,6.8078729292468e-24,"DGKZ"
3.14190952437992e-28,0.670200355890676,0.62,0.499,6.83679512505071e-24,"AFF4"
3.29677902459555e-28,-0.855350053852341,0.22,0.382,7.17379115751992e-24,"NIT2"
3.51736785426731e-28,-0.656862861750432,0.382,0.561,7.65379245088567e-24,"SEC61A1"
3.52786952444563e-28,1.80812447504734,0.175,0.062,7.67664408519369e-24,"CENPU"
3.61320728581054e-28,-0.881559116432304,0.176,0.335,7.86233905392374e-24,"FAM172A"
3.72607717121757e-28,-2.3249176663139,0.021,0.109,8.10794392456943e-24,"STC2"
3.88096316073515e-28,-2.34986462009825,0.02,0.108,8.44497583775968e-24,"GPRASP2"
3.96218668649066e-28,-0.442849103209798,0.64,0.801,8.62171822980368e-24,"REX1BD"
3.98839213126103e-28,-0.749573409214868,0.256,0.427,8.67874127762401e-24,"THOC2"
4.09823283162918e-28,1.67418324537386,0.169,0.057,8.9177546416251e-24,"RCAN2"
4.14344450511243e-28,-0.650063109518551,0.249,0.431,9.01613524312465e-24,"PNMA1"
4.14759534972348e-28,1.52898870967043,0.318,0.184,9.0251674809983e-24,"PLA2G4C"
4.23998631271536e-28,-0.516969217049209,0.468,0.656,9.22621021646861e-24,"CCT8"
4.32407993533005e-28,-1.68199764021386,0.049,0.158,9.40919793927819e-24,"IFT46"
4.54554644237879e-28,-2.39591843521504,0.022,0.11,9.89110905861624e-24,"ZNF682"
4.61236285947946e-28,1.23986695246962,0.3,0.159,1.00365015822273e-23,"GRK2"
4.7068521873852e-28,1.41909378621796,0.257,0.124,1.02421103597502e-23,"ANXA11"
4.8234253345592e-28,-0.971020627862613,0.183,0.338,1.04957735280008e-23,"MRPS30"
4.91136212007587e-28,-1.4151578607439,0.093,0.221,1.06871239732851e-23,"SLC25A25"
4.94703902423516e-28,-1.16003828253643,0.108,0.245,1.07647569167357e-23,"SDAD1"
4.96092519405219e-28,-1.13901169025411,0.122,0.262,1.07949732222576e-23,"DMAC2"
4.98272917467485e-28,-2.07645492932833,0.025,0.117,1.08424186840925e-23,"FIGNL1"
5.19788189719825e-28,1.5337696186997,0.569,0.556,1.13105910083034e-23,"PLAAT3"
5.24985562379528e-28,0.938148271266409,0.447,0.302,1.14236858373785e-23,"RPN1"
5.29840795082263e-28,-1.11733056756995,0.129,0.272,1.152933570099e-23,"RASSF8-AS1"
5.38294647208495e-28,-2.51144648845101,0.019,0.104,1.17132915232569e-23,"ZNF253"
5.44024875938232e-28,0.945154708939022,0.362,0.209,1.18379813004159e-23,"DDX21"
5.47844422774506e-28,-0.420381534284606,0.714,0.847,1.19210946395732e-23,"REEP5"
5.50855206708856e-28,-0.965675170711261,0.242,0.399,1.19866092979847e-23,"B4GALT5"
5.54404845311127e-28,-0.584070241181275,0.39,0.577,1.20638494339701e-23,"VDAC3"
5.5584058249406e-28,-0.776441610869407,0.228,0.397,1.20950910750707e-23,"FUBP3"
5.61596399111926e-28,-0.887432024064755,0.199,0.359,1.22203376446755e-23,"RIC8A"
5.6641507656046e-28,-0.849048536739411,0.231,0.395,1.23251920659556e-23,"ZRANB2"
5.86786500550015e-28,-1.67184052513097,0.033,0.132,1.27684742519683e-23,"PCDH18"
6.1856041791649e-28,-1.69559741344498,0.048,0.156,1.34598746938628e-23,"DCBLD1"
6.26647846230355e-28,-2.28498492934414,0.023,0.113,1.36358571339725e-23,"OSR2"
6.37923419946763e-28,-0.753044375909624,0.243,0.411,1.38812136180416e-23,"KLHDC2"
6.38000516438734e-28,-0.892088544282215,0.188,0.346,1.38828912377069e-23,"RNF216"
6.41581731916206e-28,0.418313613669809,0.872,0.826,1.39608184864967e-23,"RBM39"
6.44532631465454e-28,0.265942800965302,0.987,0.978,1.40250300606883e-23,"ATP5F1E"
6.5458986582196e-28,-1.37456911502161,0.077,0.2,1.42438754802858e-23,"TMEM168"
6.59353732432798e-28,-0.484401194339842,0.356,0.563,1.43475372177377e-23,"DSEL"
6.69197972133826e-28,-1.61211728923403,0.047,0.155,1.45617478736321e-23,"TMEM231"
6.74572270558898e-28,-1.2976691594675,0.087,0.214,1.46786926073616e-23,"UBFD1"
6.8771459950915e-28,-1.69888892294346,0.044,0.148,1.49646696853191e-23,"MED9"
6.98253686004749e-28,2.28255005075158,0.124,0.03,1.51940002074633e-23,"DOCK9"
7.05341249801228e-28,-2.29463509937786,0.023,0.113,1.53482255956747e-23,"SLC25A43"
7.07066854870709e-28,-1.10768612682489,0.117,0.256,1.53857747619866e-23,"FUZ"
7.23062389846565e-28,-1.43577720019115,0.068,0.187,1.57338376030613e-23,"NEDD1"
7.23115157698599e-28,-1.085054730356,0.127,0.27,1.57349858315215e-23,"MRPL49"
7.63179779571329e-28,-1.9506806981605,0.032,0.129,1.66067920034721e-23,"ADCY6"
7.6976676662966e-28,-0.839778281985633,0.225,0.387,1.67501248418614e-23,"TRAPPC2B"
8.00365421317648e-28,-2.69649720990897,0.017,0.1,1.7415951567872e-23,"OPHN1"
8.46226765725637e-28,2.17994000551998,0.121,0.029,1.84138944221899e-23,"PPFIBP2"
8.93235631234679e-28,-2.48928253023141,0.019,0.104,1.94368073356666e-23,"KHDC1"
9.38582567398556e-28,-1.06775421312347,0.112,0.251,2.04235566665926e-23,"SLC30A1"
9.39176084197494e-28,2.14958342531293,0.127,0.032,2.04364715921375e-23,"SH3PXD2A"
9.51409150454766e-28,-1.19605770885181,0.096,0.228,2.07026631138957e-23,"ARHGAP35"
9.74960474190824e-28,-1.52692598178055,0.12,0.256,2.12151399183923e-23,"GRB10"
9.82842277919279e-28,-2.37004250203588,0.02,0.107,2.13866479675235e-23,"FRY"
1.00129325598001e-27,-1.49770471622171,0.063,0.179,2.1788141250125e-23,"OGG1"
1.00236324525506e-27,-0.833207591502396,0.179,0.337,2.18114242167501e-23,"SDHAF1"
1.00547722601462e-27,1.7751059719127,0.186,0.07,2.18791844380781e-23,"LPAR6"
1.02581153095845e-27,-0.883439666393412,0.213,0.372,2.23216589136558e-23,"HIBCH"
1.03191680657712e-27,-1.86721387564319,0.039,0.141,2.24545097111181e-23,"C20orf96"
1.03271675285126e-27,1.59673057272508,0.214,0.092,2.24719165420433e-23,"STXBP6"
1.03797729112774e-27,-0.398384006459091,0.653,0.832,2.25863858549397e-23,"UBE2D2"
1.0444718613896e-27,-1.11363213421026,0.125,0.265,2.27277077038377e-23,"SAYSD1"
1.09256090967869e-27,-1.83196302846013,0.035,0.134,2.37741253946083e-23,"TLCD3A"
1.11433577896563e-27,-1.7316989049867,0.044,0.148,2.42479465502922e-23,"ZNF783"
1.13085672102584e-27,-1.61656319426522,0.059,0.172,2.46074422495222e-23,"POLG2"
1.15856684206924e-27,-0.806568390334916,0.217,0.378,2.52104144834266e-23,"FAM200B"
1.19514391151115e-27,-0.846620277652745,0.194,0.353,2.60063315144826e-23,"RPRD1A"
1.22761520586743e-27,-1.31692316657965,0.08,0.204,2.67129068796754e-23,"CCDC58"
1.28047426498031e-27,-0.585116510556479,0.391,0.572,2.78631200059716e-23,"ENSA"
1.35410191088025e-27,-1.17599060287924,0.107,0.242,2.94652575807543e-23,"EXT2"
1.36347818332873e-27,-2.55766950521166,0.018,0.102,2.96692852692332e-23,"EEF1AKMT3"
1.37003266057047e-27,0.416657100898913,0.856,0.833,2.98119106940134e-23,"SLC25A6"
1.40857264442107e-27,-1.54969879410308,0.06,0.173,3.06505407426026e-23,"TMEM184C"
1.42933162791993e-27,-2.49626896054751,0.019,0.103,3.11022562235376e-23,"ZNF573"
1.47678145307479e-27,-1.12882620640778,0.129,0.269,3.21347644189074e-23,"ACOX1"
1.4872486066319e-27,-1.81966262984479,0.036,0.135,3.236252968031e-23,"ZNF107"
1.54181011175455e-27,-0.503787816955181,0.53,0.711,3.35497880317791e-23,"SH3GLB1"
1.64513840164022e-27,-1.47781619752244,0.061,0.175,3.57982116196911e-23,"SSX2IP"
1.71128286688215e-27,-1.0607631811557,0.131,0.273,3.72375151833557e-23,"PIK3R2"
1.71973977983551e-27,-0.71846659053496,0.889,0.956,3.74215376092208e-23,"HSPA5"
1.77913151080351e-27,1.08922975837007,0.499,0.366,3.87139016750843e-23,"CKS2"
1.79669582087506e-27,-0.288253420462166,0.506,0.736,3.90961010622413e-23,"TCEAL9"
1.86017955982276e-27,0.544774001908219,0.714,0.639,4.04775072217432e-23,"UBXN1"
1.90656364936461e-27,-1.24988559264456,0.095,0.225,4.14868250101739e-23,"ZNF205"
1.92130442188118e-27,-1.17533617100552,0.111,0.246,4.18075842201345e-23,"TNRC18"
2.00128270118692e-27,-0.486099575747918,0.427,0.623,4.35479115778274e-23,"CYB5R3"
2.00630600746388e-27,-1.05956784488049,0.123,0.263,4.36572187224141e-23,"WDR54"
2.01019834274599e-27,-1.38548852982898,0.075,0.196,4.37419159381528e-23,"PITPNA-AS1"
2.02357144384584e-27,-0.746734692878251,0.215,0.383,4.40329146180855e-23,"ZFPM1"
2.05172773203174e-27,-0.708829902931292,0.263,0.431,4.46455954490106e-23,"CNOT7"
2.06313454352094e-27,-0.943794312575261,0.167,0.319,4.48938076670156e-23,"ACOT13"
2.10284748094819e-27,-1.45210374956572,0.064,0.18,4.57579611854326e-23,"ZNF140"
2.14064419287971e-27,-1.45509977157111,0.065,0.181,4.65804176370625e-23,"UPRT"
2.17489278648516e-27,-1.21732937321041,0.103,0.234,4.73256670339172e-23,"FBXO30"
2.19959193691904e-27,-0.761799720155375,0.256,0.426,4.78631205473584e-23,"ARL3"
2.25756384927014e-27,-0.527612271355476,0.282,0.474,4.91245893601183e-23,"PDLIM2"
2.31339460458055e-27,-1.61869893860921,0.053,0.162,5.03394665956727e-23,"RMND1"
2.37928230586028e-27,-1.1895929495204,0.104,0.236,5.17731829755198e-23,"LRRC42"
2.38195045968985e-27,-1.47873903598994,0.071,0.189,5.18312420028511e-23,"RABL2B"
2.42887370313385e-27,-0.78352162854397,0.176,0.336,5.28522917801926e-23,"MAGI2"
2.55928438242938e-27,-0.765885540059595,0.245,0.412,5.56900281616632e-23,"TXNDC15"
2.59570743852824e-27,-0.484344139591806,0.047,0.155,5.64825938623744e-23,"NDUFA4L2"
2.85289340822646e-27,-1.24504385700335,0.107,0.238,6.20789605630078e-23,"SCO1"
2.87681668521734e-27,-1.54942551111675,0.057,0.168,6.25995310703293e-23,"DLAT"
2.87847995499214e-27,-1.06775421312347,0.127,0.267,6.26357238206289e-23,"TIMM22"
3.02885012562115e-27,-1.06045749304333,0.135,0.277,6.59077787335163e-23,"NIP7"
3.15585145975448e-27,-1.8560107797814,0.034,0.132,6.86713277642575e-23,"SYNGAP1"
3.44850000872033e-27,-0.898529416109394,0.187,0.342,7.50393601897544e-23,"PMPCA"
3.55253528612859e-27,-1.16344853941906,0.109,0.243,7.7303167826158e-23,"LIN37"
3.58407364281489e-27,-1.3669002499765,0.085,0.209,7.7989442467652e-23,"ECHDC2"
3.63069764115002e-27,-0.829643955398664,0.23,0.392,7.90039806714244e-23,"DNAJC2"
3.68644202581355e-27,-0.557669505211656,0.456,0.634,8.02169784817029e-23,"SNRPD1"
3.89980131796641e-27,-0.785896899278194,0.227,0.391,8.48596766789491e-23,"POR"
3.90828915031567e-27,-1.78749213202359,0.04,0.141,8.5044371910869e-23,"TIGD5"
3.9266163159234e-27,-0.665057027037408,0.38,0.548,8.54431710344932e-23,"ROMO1"
3.94135419972391e-27,-2.46811792023336,0.019,0.102,8.57638673859922e-23,"ZNF519"
3.94956200032613e-27,-1.58964189494994,0.054,0.162,8.59424691270965e-23,"DPYSL4"
4.14683246884265e-27,1.59778501342232,0.184,0.069,9.02350745220162e-23,"NFATC1"
4.3580520514506e-27,-0.978623738856932,0.161,0.308,9.4831212639565e-23,"PNO1"
4.69049882773067e-27,-0.918497143690604,0.237,0.394,1.02065254491419e-22,"MED13L"
4.96288671247234e-27,1.17140881060221,0.314,0.173,1.07992414863398e-22,"HERC4"
5.20982129200159e-27,-0.346899995704646,0.839,0.936,1.13365711313955e-22,"CCNI"
5.46663382278646e-27,-1.35998883737196,0.081,0.202,1.18953951983833e-22,"LIN7B"
5.62661735564049e-27,-1.10555583505837,0.111,0.247,1.22435193658737e-22,"CHCHD6"
5.68745408545177e-27,-1.04262570930126,0.132,0.272,1.23759000899431e-22,"RWDD4"
5.71889127730972e-27,-0.900079204403102,0.163,0.315,1.24443074194259e-22,"RGL2"
5.72224276932915e-27,0.3157486702339,0.926,0.897,1.24516002660602e-22,"HSP90B1"
5.75268341648674e-27,-1.69030727378978,0.043,0.145,1.25178391142752e-22,"LINC01473"
5.87083176190028e-27,-1.29963000929825,0.084,0.208,1.2774929913895e-22,"SCRN3"
6.29774956436154e-27,-1.48678601905515,0.071,0.187,1.37039030520507e-22,"ZNF562"
6.41880763687124e-27,1.3669853698727,0.234,0.107,1.39673254178318e-22,"ARAP1"
6.42350694094364e-27,-1.11991192943273,0.092,0.221,1.39775511034934e-22,"ARL4D"
6.43267237840223e-27,-0.723567040315086,0.203,0.364,1.39974950954032e-22,"AC005261.1"
6.88021190229769e-27,-0.898706423046723,0.163,0.314,1.49713410993998e-22,"NCK1"
6.88536071196768e-27,-1.22477029250329,0.105,0.235,1.49825449092417e-22,"MMUT"
6.96934848190255e-27,-0.731698904986705,0.34,0.502,1.51653022966199e-22,"ZYX"
6.98110289546078e-27,-1.2272798315761,0.106,0.235,1.51908799005227e-22,"ZNF621"
7.03697202059656e-27,-1.07962220840701,0.027,0.119,1.53124511168181e-22,"ZIC1"
7.19983139627631e-27,-1.82281157400744,0.037,0.134,1.56668331182972e-22,"ZSCAN9"
7.36386472493294e-27,1.12809363629699,0.306,0.164,1.60237696414541e-22,"NR1D2"
7.48048881356832e-27,-0.871399951623901,0.244,0.398,1.62775436583247e-22,"CCS"
7.61614893460109e-27,-1.47781619752244,0.06,0.172,1.6572740081692e-22,"DIAPH1"
7.72377163501256e-27,-1.09823788657436,0.092,0.221,1.68069270777873e-22,"RORA"
8.23580022311869e-27,-2.14902977713096,0.024,0.112,1.79211012855063e-22,"SMIM10"
8.76873645224733e-27,-1.1727177321221,0.11,0.243,1.90807705200902e-22,"TMEM223"
8.96897405492848e-27,-1.80778268410655,0.041,0.142,1.95164875435244e-22,"EFCAB7"
9.2114623746863e-27,-0.864049940971037,0.26,0.422,2.00441421273174e-22,"SDC3"
9.71246399422715e-27,-1.76214001855084,0.037,0.134,2.11343216514383e-22,"ZNF568"
9.9131183265902e-27,-0.887572479076562,0.171,0.324,2.15709454786603e-22,"FAM171B"
1.05186987884722e-26,-1.89253665580652,0.036,0.132,2.28886885637155e-22,"ZNF273"
1.0698898355546e-26,-1.13006333242976,0.121,0.256,2.32808028216681e-22,"PPIH"
1.09207001185696e-26,-1.23448196455169,0.076,0.196,2.37634434580075e-22,"FKBP11"
1.09544334787742e-26,-1.58595854964308,0.048,0.153,2.38368472498126e-22,"DOLK"
1.1396837986545e-26,-1.46080796595907,0.074,0.191,2.47995194587219e-22,"QPRT"
1.14357001238699e-26,-0.765986741336381,0.258,0.423,2.48840834695409e-22,"MRPL21"
1.14734394797145e-26,-1.31225846727248,0.08,0.2,2.49662043078588e-22,"TP53"
1.16729044573851e-26,-1.37159708119275,0.068,0.184,2.540024009927e-22,"CEP70"
1.17753397388619e-26,-1.06765540854576,0.131,0.27,2.56231392717636e-22,"CTU1"
1.20856778014981e-26,-0.497094064968567,0.651,0.8,2.62984348960599e-22,"SSR2"
1.21584932817411e-26,-0.840447846343864,0.222,0.377,2.64568813810686e-22,"COA5"
1.22543747136988e-26,-0.379054291376637,0.607,0.807,2.66655193770087e-22,"MPC1"
1.25670416825506e-26,-1.84212289468036,0.039,0.137,2.73458827012301e-22,"DHX57"
1.26438362117679e-26,1.15292067353025,0.386,0.249,2.7512987596807e-22,"RIPK2"
1.28976985812196e-26,1.08251636992265,0.363,0.221,2.8065392112734e-22,"PRDM2"
1.31640576570288e-26,-0.895499803998281,0.176,0.327,2.86449894616947e-22,"SF3A3"
1.32574894221404e-26,-0.323429146145349,0.808,0.93,2.88482969825775e-22,"ATP6V1G1"
1.35392493429835e-26,-2.03808301334252,0.068,0.181,2.94614065703321e-22,"AL590617.2"
1.3670982793139e-26,-1.65434552462333,0.046,0.148,2.97480585578705e-22,"BLM"
1.388599516016e-26,-0.76598003955866,0.249,0.412,3.02159254685081e-22,"TUSC2"
1.48142870541816e-26,-1.07353744594603,0.126,0.263,3.22358886298992e-22,"ZMAT1"
1.48745203611502e-26,-1.60982078726276,0.08,0.198,3.23669563058628e-22,"IFFO2"
1.54140899856266e-26,-0.741949001680462,0.257,0.421,3.35410598087234e-22,"MSRA"
1.54485232865051e-26,-1.29783753141621,0.085,0.208,3.36159866714352e-22,"FBXL17"
1.54932218177094e-26,1.64862788589562,0.328,0.209,3.37132506753356e-22,"ZCCHC24"
1.62281347060616e-26,1.16406157525939,0.283,0.148,3.53124211203901e-22,"AC016831.5"
1.64914009236147e-26,0.328492061882303,0.905,0.845,3.58852884097855e-22,"WSB1"
1.68655558903804e-26,-0.431920137798488,0.488,0.704,3.66994496174677e-22,"POLR2F"
1.71896902511515e-26,-0.329064521486707,0.789,0.934,3.74047659865056e-22,"GNG5"
1.87392340111184e-26,-0.306447640967274,0.813,0.945,4.07765732081936e-22,"GABARAPL2"
1.90241490803779e-26,-0.916123476124132,0.115,0.253,4.13965483989022e-22,"RGN"
1.90266036022474e-26,-1.39532909899733,0.077,0.196,4.14018894384904e-22,"PPAT"
2.07237005402305e-26,-0.753824567057997,0.262,0.427,4.50947723755416e-22,"RBBP4"
2.18530687882515e-26,-0.939378828424435,0.181,0.331,4.75522776832353e-22,"SNRPA"
2.19478149313803e-26,-1.20133137953846,0.094,0.22,4.77584452906834e-22,"ELAC2"
2.20306788895408e-26,-1.16364978720189,0.093,0.219,4.79387572636407e-22,"ANAPC7"
2.21897650356518e-26,-0.979693434806606,0.135,0.276,4.82849287175784e-22,"DIMT1"
2.23120496928463e-26,-0.882242321354582,0.168,0.318,4.85510201316336e-22,"SACS"
2.293613152853e-26,-0.35442818422012,0.629,0.8,4.99090222060814e-22,"DYNLRB1"
2.308146936959e-26,-0.667279604623604,0.31,0.48,5.02252773482279e-22,"HNRNPH2"
2.35562771716403e-26,-1.62981929096749,0.063,0.173,5.12584591254892e-22,"CLCF1"
2.36742296754495e-26,1.43898705171397,0.182,0.069,5.15151237737781e-22,"RTN1"
2.43523578868769e-26,1.49801462736602,0.377,0.264,5.29907307618442e-22,"IGSF8"
2.4686415921512e-26,-0.605702201633457,0.371,0.542,5.37176410452101e-22,"EI24"
2.57735368817258e-26,-1.76661639548315,0.036,0.131,5.60832162546354e-22,"DUS4L"
2.59898274535648e-26,0.897562546476729,0.474,0.334,5.65538645389571e-22,"GLS"
2.75914396297378e-26,1.2827107221252,0.296,0.163,6.00389726343094e-22,"ATP11A"
2.78948235735692e-26,-0.828508828166556,0.247,0.402,6.06991360960866e-22,"TFPT"
2.86243274955399e-26,-0.41952768133525,0.275,0.47,6.22865366302949e-22,"KAZN"
2.90230859383861e-26,-1.53213441310452,0.052,0.158,6.31542350019281e-22,"AC060780.1"
2.90672286446116e-26,1.56052721356187,0.25,0.123,6.32502895306749e-22,"KLHL18"
2.90787737719734e-26,0.952178076955053,0.529,0.391,6.32754117278142e-22,"TNFAIP3"
2.92477759491154e-26,2.09338218596727,0.135,0.039,6.36431604652751e-22,"PLEKHG3"
3.02189192064886e-26,-1.07114096356184,0.117,0.251,6.57563681933192e-22,"TUBG2"
3.03045561884378e-26,-1.11813744401206,0.123,0.257,6.59427142660407e-22,"FAM98C"
3.03057597236405e-26,-1.22624812439761,0.095,0.221,6.59453331586417e-22,"AC008124.1"
3.14723714102111e-26,1.45023569287369,0.224,0.101,6.84838801886195e-22,"ABCA8"
3.25736896952561e-26,-0.931750330267642,0.173,0.322,7.08803487768772e-22,"COQ4"
3.26449143564325e-26,-1.81798440969186,0.019,0.102,7.10353336395971e-22,"MT1A"
3.34257301970515e-26,-0.481930144720164,0.528,0.713,7.27343889087842e-22,"TMEM259"
3.36189994428661e-26,0.983289063575492,0.494,0.384,7.31549427876767e-22,"FAM177A1"
3.47376729690408e-26,-0.80791484977698,0.211,0.368,7.55891763806328e-22,"BOLA3"
3.95119714111688e-26,-1.35556409802019,0.075,0.192,8.59780497907034e-22,"ABHD10"
3.97015010602195e-26,-0.600653614039919,0.369,0.546,8.63904663070376e-22,"ACP1"
4.11034246333233e-26,-1.30201462974346,0.101,0.227,8.94410520021115e-22,"CDCA7L"
4.23166048149888e-26,-0.612531440246174,0.366,0.538,9.20809320774156e-22,"NOSIP"
4.51172167893708e-26,-1.34551626838005,0.073,0.189,9.8175063733671e-22,"POGLUT3"
4.62485868961528e-26,-2.22063451793408,0.024,0.11,1.00636925086028e-21,"TET1"
4.70218578854227e-26,-1.24018731535549,0.09,0.213,1.0231956275868e-21,"ANKS3"
4.85041960860337e-26,-1.14814901090038,0.108,0.238,1.05545130683209e-21,"FBXW2"
5.00134951550357e-26,-0.720495567951242,0.268,0.433,1.08829365457358e-21,"POLR2C"
5.03856303381016e-26,-0.666729980959724,0.324,0.492,1.09639131615709e-21,"PPM1G"
5.51374465216935e-26,-2.28145971063013,0.023,0.107,1.19979083631205e-21,"ARMC9"
5.5801543689083e-26,-1.00996662305958,0.147,0.288,1.21424159067445e-21,"C19orf48"
5.70954462245015e-26,0.738696883261676,0.515,0.375,1.24239690984515e-21,"PRR13"
5.78220636566246e-26,-1.12373497451831,0.101,0.23,1.25820810516815e-21,"DPY19L4"
6.14414218600904e-26,-2.26754143849559,0.022,0.106,1.33696533967557e-21,"TMEM240"
6.14567491711399e-26,-1.37988238599637,0.065,0.177,1.337298861964e-21,"HDHD3"
6.16343467149606e-26,-1.4610962455166,0.068,0.181,1.34116338451754e-21,"BCAT2"
6.39475935999572e-26,-1.73292795095701,0.038,0.134,1.39149963673507e-21,"POMGNT2"
6.90839328699444e-26,1.71695287489735,0.289,0.169,1.50326637924999e-21,"FAIM2"
7.22195586672166e-26,-0.669362376727383,0.219,0.387,1.57149759659863e-21,"AASS"
7.25103759880415e-26,-0.585281736419516,0.347,0.522,1.57782578149978e-21,"COA3"
7.38609535814427e-26,1.67114918528423,0.167,0.06,1.60721434993219e-21,"ITPRIP"
7.47452829667101e-26,-0.832304145264668,0.225,0.379,1.62645735735561e-21,"SMIM19"
8.0498705496215e-26,2.18612028806848,0.117,0.029,1.75165183159764e-21,"ADCY7"
8.44051626334293e-26,-0.729756844700038,0.259,0.422,1.83665633890342e-21,"TSN"
8.84510945448258e-26,-1.92935063529612,0.037,0.132,1.92469581729541e-21,"NRXN3"
8.9275456127123e-26,1.48915635090906,0.316,0.193,1.9426339253262e-21,"KIF1A"
9.09320870673664e-26,1.26397084151456,0.409,0.291,1.97868221458589e-21,"LRRFIP1"
9.14265129818195e-26,-1.69129406934185,0.027,0.116,1.98944092248439e-21,"MCHR1"
9.1826795109072e-26,-1.17434086566015,0.108,0.236,1.99815106157341e-21,"THUMPD3"
9.28239965329933e-26,1.66246694218442,0.186,0.074,2.01985016455793e-21,"GAL3ST4"
9.98267866045216e-26,-0.809673582658643,0.288,0.445,2.17223087651439e-21,"MAZ"
1.00408070631395e-25,-1.7800619265481,0.039,0.135,2.18487961693916e-21,"CD3EAP"
1.0107730070794e-25,-1.40318724943167,0.071,0.185,2.19944206340477e-21,"AKAP7"
1.09169176552211e-25,1.67742054289711,0.149,0.048,2.37552128177612e-21,"CLN6"
1.09437230087983e-25,1.34761720469427,0.287,0.158,2.3813541267145e-21,"ABHD17B"
1.12292742692732e-25,-0.882194711585057,0.195,0.345,2.44349008099385e-21,"WBP1"
1.16850476980151e-25,-1.33948933516212,0.081,0.198,2.54266637908808e-21,"RRM1"
1.17941685312137e-25,-1.32870903347239,0.076,0.192,2.5664110723921e-21,"MACROD1"
1.19740881247802e-25,-1.67314672263159,0.048,0.149,2.60556157595217e-21,"MUC12"
1.22076437860619e-25,-0.337121396665869,0.844,0.932,2.65638328784708e-21,"NDUFC2"
1.24068905650066e-25,-1.21577967866662,0.084,0.204,2.69973938694544e-21,"ZFP90"
1.24485794361646e-25,-1.09734837730338,0.156,0.295,2.70881088530942e-21,"C16orf87"
1.28823661509773e-25,-1.57917057442258,0.051,0.155,2.80320287445266e-21,"SIPA1L3"
1.30605741636741e-25,-2.11675337410721,0.022,0.105,2.84198093801548e-21,"C16orf89"
1.30734583338169e-25,-0.780419073484174,0.239,0.397,2.84478453343856e-21,"KRR1"
1.35018182068361e-25,1.6538745854324,0.214,0.097,2.93799564180754e-21,"ASPHD1"
1.39509221375857e-25,-0.613008297088598,0.416,0.58,3.03572065713865e-21,"CHD9"
1.4526547457162e-25,1.39854880276043,0.205,0.087,3.16097672667844e-21,"TPCN1"
1.45314111753809e-25,-0.546501385998316,0.608,0.798,3.16203507176288e-21,"ARL4C"
1.47820930355092e-25,-0.862442879059951,0.239,0.391,3.21658344452681e-21,"SH3GL1"
1.48140906401174e-25,-0.85373619252906,0.152,0.298,3.22354612328956e-21,"FBXO44"
1.48997012140383e-25,-0.368243324267442,0.742,0.874,3.24217498417473e-21,"CIAO2B"
1.50747452534324e-25,-1.77745071309157,0.037,0.131,3.28026456714689e-21,"DAB2IP"
1.52333527628069e-25,-1.07122274513157,0.131,0.265,3.31477756118677e-21,"IFT52"
1.56436658154039e-25,0.625370996020915,0.655,0.562,3.40406168143188e-21,"RAB21"
1.58059133963127e-25,-1.76412038267908,0.037,0.132,3.43936675503765e-21,"USP45"
1.70757027320703e-25,-0.899559331756689,0.188,0.338,3.71567291449849e-21,"SUCO"
1.78426384010893e-25,-2.23860106446353,0.022,0.104,3.88255811607702e-21,"SPIN3"
1.78944859155177e-25,-1.15391007438412,0.121,0.252,3.89384013521665e-21,"CHERP"
1.82198975610279e-25,1.21182325472,0.321,0.187,3.96464970927968e-21,"IFITM2"
1.87773579551052e-25,0.921691821322591,0.609,0.504,4.0859530910309e-21,"BTG2"
