"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Tumor","Astrocyte","HBEGF","EGFR",0.0273967507926303,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Microglia_Macrophage","Astrocyte","HBEGF","EGFR",0.0077961401569489,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor","T_cells","HBEGF","EGFR",0.00415277060793508,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor","OPC","HBEGF","EGFR",0.0164066828606678,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Microglia_Macrophage","OPC","HBEGF","EGFR",0.0046313176484453,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Microglia_Macrophage","Astrocyte","EREG","EGFR",0.017917421054789,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Microglia_Macrophage","T_cells","EREG","EGFR",0.002693630151676,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Microglia_Macrophage","OPC","EREG","EGFR",0.0106881508306745,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor","Astrocyte","FGF1","FGFR1",0.00116186513699689,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Tumor","Tumor","FGF1","FGFR2",0.002693630151676,0,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"Astrocyte","Astrocyte","FGF2","FGFR1",0.00116186513699689,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Astrocyte","Tumor","FGF2","FGFR2",0.002693630151676,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"Tumor","OPC","PDGFA","PDGFRA",0.00092569736571738,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Astrocyte","OPC","PDGFA","PDGFRA",0.000737335302806852,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"OPC","OPC","PDGFA","PDGFRA",0.000886692131028655,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Astrocyte","Astrocyte","APLN","APLNR",0.00116186513699689,0,"APLN_APLNR","APLN - APLNR","APELIN","Secreted Signaling","KEGG: hsa04371"
"Tumor","Tumor","MIF","CD74_CXCR4",0.058749561914455,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Astrocyte","Tumor","MIF","CD74_CXCR4",0.0654399965974635,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Microglia_Macrophage","Tumor","MIF","CD74_CXCR4",0.0557378138441112,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","Microglia_Macrophage","MIF","CD74_CXCR4",0.0809820526676234,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Astrocyte","Microglia_Macrophage","MIF","CD74_CXCR4",0.0899623487109087,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Microglia_Macrophage","Microglia_Macrophage","MIF","CD74_CXCR4",0.0769237187054927,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_cells","Microglia_Macrophage","MIF","CD74_CXCR4",0.0636918072635806,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"OPC","Microglia_Macrophage","MIF","CD74_CXCR4",0.0697893265810045,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","T_cells","MIF","CD74_CXCR4",0.135501606920902,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Astrocyte","T_cells","MIF","CD74_CXCR4",0.149543926249522,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Microglia_Macrophage","T_cells","MIF","CD74_CXCR4",0.129094872775006,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_cells","T_cells","MIF","CD74_CXCR4",0.107938197094028,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"OPC","T_cells","MIF","CD74_CXCR4",0.117738975006468,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Astrocyte","Tumor","MIF","CD74_CD44",0.14382008252222,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Astrocyte","Astrocyte","MIF","CD74_CD44",0.14020631453549,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","Microglia_Macrophage","MIF","CD74_CD44",0.173266621488244,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Astrocyte","Microglia_Macrophage","MIF","CD74_CD44",0.190360827428096,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Microglia_Macrophage","Microglia_Macrophage","MIF","CD74_CD44",0.165415957427061,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"OPC","Microglia_Macrophage","MIF","CD74_CD44",0.151420558078743,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","Astrocyte","MIF","ACKR3",0.0269228808552374,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
"Astrocyte","Astrocyte","MIF","ACKR3",0.0301047978954292,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
"Microglia_Macrophage","Astrocyte","MIF","ACKR3",0.0254985022224301,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
"T_cells","Astrocyte","MIF","ACKR3",0.0209120182363651,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
"OPC","Astrocyte","MIF","ACKR3",0.0230146938370724,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090"
"Microglia_Macrophage","Astrocyte","OSM","LIFR_IL6ST",0.00219759400085888,0,"OSM_LIFR_IL6ST","OSM - (LIFR+IL6ST)","OSM","Secreted Signaling","KEGG: hsa04060"
"Microglia_Macrophage","OPC","OSM","LIFR_IL6ST",0.00116186513699689,0,"OSM_LIFR_IL6ST","OSM - (LIFR+IL6ST)","OSM","Secreted Signaling","KEGG: hsa04060"
"Tumor","Tumor","CSF1","CSF1R",0.00184026194353973,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"Astrocyte","Tumor","CSF1","CSF1R",0.00184026194353973,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"OPC","Tumor","CSF1","CSF1R",0.000460701344248301,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"Tumor","Microglia_Macrophage","CSF1","CSF1R",0.00232103354603484,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"Astrocyte","Microglia_Macrophage","CSF1","CSF1R",0.00232103354603484,0,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"OPC","Microglia_Macrophage","CSF1","CSF1R",0.000581270247316211,0.03,"CSF1_CSF1R","CSF1 - CSF1R","CSF","Secreted Signaling","KEGG: hsa04060"
"Astrocyte","Astrocyte","TNFSF12","TNFRSF12A",0.0046313176484453,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
"Microglia_Macrophage","Astrocyte","TNFSF12","TNFRSF12A",0.0046313176484453,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
"Tumor","Tumor","SPP1","CD44",0.118612731422414,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Tumor","SPP1","CD44",0.122288498677386,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Astrocyte","SPP1","CD44",0.20366161398675,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Astrocyte","SPP1","CD44",0.20934700072613,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Microglia_Macrophage","SPP1","CD44",0.173321561069371,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Microglia_Macrophage","SPP1","CD44",0.178349668348662,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","T_cells","SPP1","CD44",0.179514997695881,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","T_cells","SPP1","CD44",0.184682638709588,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Tumor","SPP1","ITGAV_ITGB1",0.0773481892771969,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Tumor","SPP1","ITGAV_ITGB1",0.079861050326002,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Tumor","SPP1","ITGA5_ITGB1",0.04239890478673,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Astrocyte","Tumor","SPP1","ITGA5_ITGB1",0.00873280254001764,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Tumor","SPP1","ITGA5_ITGB1",0.043830283424801,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T_cells","Tumor","SPP1","ITGA5_ITGB1",0.0146591078880567,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"OPC","Tumor","SPP1","ITGA5_ITGB1",0.00783379068515302,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Microglia_Macrophage","SPP1","ITGA5_ITGB1",0.04239890478673,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Astrocyte","Microglia_Macrophage","SPP1","ITGA5_ITGB1",0.00873280254001764,0.01,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Microglia_Macrophage","Microglia_Macrophage","SPP1","ITGA5_ITGB1",0.043830283424801,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T_cells","Microglia_Macrophage","SPP1","ITGA5_ITGB1",0.0146591078880567,0.01,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"OPC","Microglia_Macrophage","SPP1","ITGA5_ITGB1",0.00783379068515302,0.01,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Tumor","NAMPT","ITGA5_ITGB1",0.0208919456839856,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Astrocyte","Tumor","NAMPT","ITGA5_ITGB1",0.0290639198809545,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Microglia_Macrophage","Tumor","NAMPT","ITGA5_ITGB1",0.0220014125071225,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T_cells","Tumor","NAMPT","ITGA5_ITGB1",0.0153470176948491,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"OPC","Tumor","NAMPT","ITGA5_ITGB1",0.0146591078880567,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Tumor","Microglia_Macrophage","NAMPT","ITGA5_ITGB1",0.0208919456839856,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Astrocyte","Microglia_Macrophage","NAMPT","ITGA5_ITGB1",0.0290639198809545,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Microglia_Macrophage","Microglia_Macrophage","NAMPT","ITGA5_ITGB1",0.0220014125071225,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T_cells","Microglia_Macrophage","NAMPT","ITGA5_ITGB1",0.0153470176948491,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"OPC","Microglia_Macrophage","NAMPT","ITGA5_ITGB1",0.0146591078880567,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Astrocyte","Tumor","ANGPTL4","ITGA5_ITGB1",0.00873280254001764,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"Microglia_Macrophage","Tumor","ANGPTL4","ITGA5_ITGB1",0.00219759400085888,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"Astrocyte","Microglia_Macrophage","ANGPTL4","ITGA5_ITGB1",0.00873280254001764,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"Microglia_Macrophage","Microglia_Macrophage","ANGPTL4","ITGA5_ITGB1",0.00219759400085888,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"Astrocyte","Astrocyte","ANGPTL4","CDH11",0.0164066828606678,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"Microglia_Macrophage","Astrocyte","ANGPTL4","CDH11",0.00415277060793508,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"Astrocyte","Astrocyte","ANGPTL4","SDC2",0.0046313176484453,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","Astrocyte","ANGPTL4","SDC2",0.00116186513699689,0.01,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","Microglia_Macrophage","ANGPTL4","SDC2",0.0046313176484453,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","Microglia_Macrophage","ANGPTL4","SDC2",0.00116186513699689,0.01,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","Tumor","ANGPTL4","SDC3",0.0046313176484453,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","Tumor","ANGPTL4","SDC3",0.00116186513699689,0.01,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","Astrocyte","ANGPTL4","SDC3",0.0046313176484453,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","Astrocyte","ANGPTL4","SDC3",0.00116186513699689,0.01,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","OPC","ANGPTL4","SDC3",0.0046313176484453,0,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","OPC","ANGPTL4","SDC3",0.00116186513699689,0.01,"ANGPTL4_SDC3","ANGPTL4 - SDC3","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","Astrocyte","ANGPTL4","SDC4",0.0046313176484453,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"Microglia_Macrophage","Astrocyte","ANGPTL4","SDC4",0.00116186513699689,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"Astrocyte","Astrocyte","MDK","SDC2",0.0074948348003229,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","SDC2",0.00958739724614865,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Microglia_Macrophage","MDK","SDC2",0.0074948348003229,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"OPC","Microglia_Macrophage","MDK","SDC2",0.00958739724614865,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Astrocyte","MDK","SDC4",0.0074948348003229,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"T_cells","Astrocyte","MDK","SDC4",0.00347751460502472,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","SDC4",0.00958739724614865,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Astrocyte","MDK","PTPRZ1",0.0672701643872528,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"T_cells","Astrocyte","MDK","PTPRZ1",0.0322537839817837,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","PTPRZ1",0.0846289706676588,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","T_cells","MDK","PTPRZ1",0.0293200914754745,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"OPC","T_cells","MDK","PTPRZ1",0.0372774089994402,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","OPC","MDK","PTPRZ1",0.0686093681433223,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"T_cells","OPC","MDK","PTPRZ1",0.032920491202219,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"OPC","OPC","MDK","PTPRZ1",0.0862817833874138,0,"MDK_PTPRZ1","MDK - PTPRZ1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Astrocyte","MDK","ITGA6_ITGB1",0.0074948348003229,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"T_cells","Astrocyte","MDK","ITGA6_ITGB1",0.00347751460502472,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","ITGA6_ITGB1",0.00958739724614865,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Tumor","MDK","LRP1",0.0074948348003229,0.01,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Astrocyte","MDK","LRP1",0.0263580444628803,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","LRP1",0.0335392541791044,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Microglia_Macrophage","MDK","LRP1",0.0118271794194482,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","T_cells","MDK","LRP1",0.0074948348003229,0.01,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","OPC","MDK","LRP1",0.0074948348003229,0.01,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Tumor","MDK","NCL",0.0263580444628803,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"OPC","Tumor","MDK","NCL",0.0335392541791044,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Astrocyte","MDK","NCL",0.0263580444628803,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"OPC","Astrocyte","MDK","NCL",0.0335392541791044,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","Microglia_Macrophage","MDK","NCL",0.0263580444628803,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"OPC","Microglia_Macrophage","MDK","NCL",0.0335392541791044,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","T_cells","MDK","NCL",0.0386354859334798,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"T_cells","T_cells","MDK","NCL",0.0182330478431466,0.03,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"OPC","T_cells","MDK","NCL",0.0489933483451375,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Astrocyte","OPC","MDK","NCL",0.0523941137228759,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"T_cells","OPC","MDK","NCL",0.0249143792916564,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"OPC","OPC","MDK","NCL",0.0661866076323401,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Tumor","Astrocyte","PTN","PTPRZ1",0.0425476048900232,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Astrocyte","PTN","PTPRZ1",0.108015528103107,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"T_cells","Astrocyte","PTN","PTPRZ1",0.0425476048900232,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Astrocyte","PTN","PTPRZ1",0.102297949899658,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","T_cells","PTN","PTPRZ1",0.048268732760247,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","T_cells","PTN","PTPRZ1",0.0455522198556549,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Tumor","OPC","PTN","PTPRZ1",0.0434175459563987,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","OPC","PTN","PTPRZ1",0.110070161137165,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"T_cells","OPC","PTN","PTPRZ1",0.0434175459563987,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","OPC","PTN","PTPRZ1",0.104256536965378,0,"PTN_PTPRZ1","PTN - PTPRZ1","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Astrocyte","PTN","SDC2",0.0125204426139929,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Astrocyte","PTN","SDC2",0.0117908805512867,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Microglia_Macrophage","PTN","SDC2",0.0125204426139929,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Microglia_Macrophage","PTN","SDC2",0.0117908805512867,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Tumor","PTN","SDC3",0.0125204426139929,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Tumor","PTN","SDC3",0.0117908805512867,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Astrocyte","PTN","SDC3",0.0125204426139929,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Astrocyte","PTN","SDC3",0.0117908805512867,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","OPC","PTN","SDC3",0.0125204426139929,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","OPC","PTN","SDC3",0.0117908805512867,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
